Numero animale;Gruppo;Data evento;Tipo;Descrizione;Data uscita;Utente;Data;Tempo;Mese;Anno;Mese Anno
4;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Moz'art; IT061990314731; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
6;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Circe I; IT059000066852; Unknown Brand; UnknownBreeder";2020-01-26 15:44:33.533;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
6;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Circe I; IT059000066852; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
7;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Moz'art; IT061990314731; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
8;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Moz'art; IT061990314731; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
9;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Circe I; IT059000066852; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
10;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Moz'art; IT061990314731; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
11;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Circe I; IT059000066852; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
12;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2021-06-04 15:23:17.230;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
18;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Artificial Insemination; Circe I; IT059000066852; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
23;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Artificial Insemination; Moz'art; IT061990314731; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
26;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Artificial Insemination; Circe I; IT059000066852; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
73;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Artificial Insemination; Circe I; IT059000066852; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
75;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Artificial Insemination; Moz'art; IT061990314731; Unknown Brand; UnknownBreeder";2021-06-25 09:22:27.747;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
79;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Artificial Insemination; Moz'art; IT061990314731; Unknown Brand; UnknownBreeder";;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
83;Manze al toro;2019-03-23 00:00:00.010;Inseminazione;"Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2021-06-24 15:45:00.667;Nicola;2019-03-23;00:00:00.010000;3;2019;2019-03
1;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
2;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
3;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
4;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
6;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;2020-01-26 15:44:33.533;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
6;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
7;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
8;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
9;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
10;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
11;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
12;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;2021-06-04 15:23:17.230;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
18;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
23;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
26;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
73;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
75;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;2021-06-25 09:22:27.747;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
79;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
83;Manze al toro;2019-03-23 00:00:00.007;Calore;Herd Navigator;2021-06-24 15:45:00.667;Nicola;2019-03-23;00:00:00.007000;3;2019;2019-03
819;Asciutte;2019-03-23 00:00:00.000;Parto;Normale;;Nicola;2019-03-23;00:00:00;3;2019;2019-03
934;VMS 2;2019-03-23 00:00:00.000;Parto;Normale;;Nicola;2019-03-23;00:00:00;3;2019;2019-03
933;VMS 2;2019-03-22 08:26:05.710;Cambio ID del transponder; -> 8729;;;2019-03-22;08:26:05.710000;3;2019;2019-03
933;VMS 2;2019-03-22 00:00:00.000;Parto;Normale;;Nicola;2019-03-22;00:00:00;3;2019;2019-03
543;VMS 4;2019-03-21 16:28:08.267;Cambio ID del transponder;3757 -> 5512;;;2019-03-21;16:28:08.267000;3;2019;2019-03
220;VMS 1;2019-03-21 00:00:00.000;Controllo gravidanza;+;2020-11-30 16:46:41.843;Nicola;2019-03-21;00:00:00;3;2019;2019-03
726;;2019-03-20 10:14:10.453;Cambio gruppo; -> 5, Asciutte;2020-03-16 09:51:27.577;Nicola;2019-03-20;10:14:10.453000;3;2019;2019-03
915;VMS 2;2019-03-20 10:09:42.873;Note;Generale;2021-02-09 09:11:42.940;Nicola;2019-03-20;10:09:42.873000;3;2019;2019-03
606;VMS 3;2019-03-19 00:00:00.000;Controllo gravidanza;+;2020-11-30 16:48:05.767;Nicola;2019-03-19;00:00:00;3;2019;2019-03
632;VMS 3;2019-03-19 00:00:00.000;Controllo gravidanza;+;;Nicola;2019-03-19;00:00:00;3;2019;2019-03
637;VMS 3;2019-03-19 00:00:00.000;Controllo gravidanza;+;;Nicola;2019-03-19;00:00:00;3;2019;2019-03
826;VMS 2;2019-03-18 13:58:09.630;Note;Generale;;Nicola;2019-03-18;13:58:09.630000;3;2019;2019-03
534;VMS 3;2019-03-18 00:00:00.010;Inseminazione;"Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";;Nicola;2019-03-18;00:00:00.010000;3;2019;2019-03
538;VMS 3;2019-03-18 00:00:00.010;Inseminazione;"Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";;Nicola;2019-03-18;00:00:00.010000;3;2019;2019-03
556;VMS 3;2019-03-18 00:00:00.010;Inseminazione;"Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";;Nicola;2019-03-18;00:00:00.010000;3;2019;2019-03
661;VMS 3;2019-03-18 00:00:00.010;Inseminazione;"Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";;Nicola;2019-03-18;00:00:00.010000;3;2019;2019-03
715;VMS 3;2019-03-18 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2020-10-13 09:41:44.457;Nicola;2019-03-18;00:00:00.010000;3;2019;2019-03
731;VMS 3;2019-03-18 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2021-08-24 07:40:51.130;Nicola;2019-03-18;00:00:00.010000;3;2019;2019-03
863;VMS 2;2019-03-18 00:00:00.010;Inseminazione;"Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";;Nicola;2019-03-18;00:00:00.010000;3;2019;2019-03
864;VMS 2;2019-03-18 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";;Nicola;2019-03-18;00:00:00.010000;3;2019;2019-03
869;VMS 2;2019-03-18 00:00:00.010;Inseminazione;"Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2020-01-17 11:13:44.147;Nicola;2019-03-18;00:00:00.010000;3;2019;2019-03
534;VMS 3;2019-03-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-18;00:00:00.007000;3;2019;2019-03
538;VMS 3;2019-03-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-18;00:00:00.007000;3;2019;2019-03
556;VMS 3;2019-03-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-18;00:00:00.007000;3;2019;2019-03
661;VMS 3;2019-03-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-18;00:00:00.007000;3;2019;2019-03
715;VMS 3;2019-03-18 00:00:00.007;Calore;Herd Navigator;2020-10-13 09:41:44.457;Nicola;2019-03-18;00:00:00.007000;3;2019;2019-03
731;VMS 3;2019-03-18 00:00:00.007;Calore;Herd Navigator;2021-08-24 07:40:51.130;Nicola;2019-03-18;00:00:00.007000;3;2019;2019-03
863;VMS 2;2019-03-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-18;00:00:00.007000;3;2019;2019-03
864;VMS 2;2019-03-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-18;00:00:00.007000;3;2019;2019-03
869;VMS 2;2019-03-18 00:00:00.007;Calore;Herd Navigator;2020-01-17 11:13:44.147;Nicola;2019-03-18;00:00:00.007000;3;2019;2019-03
329;Asciutte;2019-03-17 07:36:56.150;Cambio gruppo;5, Asciutte -> 1, VMS 1;2020-12-09 10:06:28.527;Nicola;2019-03-17;07:36:56.150000;3;2019;2019-03
177;Manze al toro;2019-03-17 00:00:00.000;Ingresso;Nascita;2022-01-07 23:59:00.000;Nicola;2019-03-17;00:00:00;3;2019;2019-03
329;Asciutte;2019-03-17 00:00:00.000;Parto;Normale;2020-12-09 10:06:28.527;Nicola;2019-03-17;00:00:00;3;2019;2019-03
443;VMS 4;2019-03-15 14:00:37.467;Note;Generale;2021-03-04 14:41:37.010;Nicola;2019-03-15;14:00:37.467000;3;2019;2019-03
931;VMS 2;2019-03-15 06:39:17.097;Cambio ID del transponder; -> 90;;;2019-03-15;06:39:17.097000;3;2019;2019-03
516;Asciutte;2019-03-15 06:36:22.690;Cambio gruppo;5, Asciutte -> 4, VMS 4;;Nicola;2019-03-15;06:36:22.690000;3;2019;2019-03
127;VMS 1;2019-03-15 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-01-06 09:58:53.780;Nicola;2019-03-15;00:00:00.010000;3;2019;2019-03
320;VMS 1;2019-03-15 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-03-04 14:41:37.010;Nicola;2019-03-15;00:00:00.010000;3;2019;2019-03
601;VMS 3;2019-03-15 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2021-06-24 15:45:00.700;Nicola;2019-03-15;00:00:00.010000;3;2019;2019-03
667;VMS 3;2019-03-15 00:00:00.010;Inseminazione;"Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2020-01-17 11:13:04.947;Nicola;2019-03-15;00:00:00.010000;3;2019;2019-03
709;VMS 3;2019-03-15 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2020-04-27 11:21:40.310;Nicola;2019-03-15;00:00:00.010000;3;2019;2019-03
804;VMS 2;2019-03-15 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2020-02-03 09:56:36.087;Nicola;2019-03-15;00:00:00.010000;3;2019;2019-03
811;VMS 2;2019-03-15 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";;Nicola;2019-03-15;00:00:00.010000;3;2019;2019-03
842;VMS 2;2019-03-15 00:00:00.010;Inseminazione;"Artificial Insemination; Miniera; IT059000057023; Unknown Brand; UnknownBreeder";2021-03-04 14:41:37.040;Nicola;2019-03-15;00:00:00.010000;3;2019;2019-03
127;VMS 1;2019-03-15 00:00:00.007;Calore;Herd Navigator;2021-01-06 09:58:53.780;Nicola;2019-03-15;00:00:00.007000;3;2019;2019-03
320;VMS 1;2019-03-15 00:00:00.007;Calore;Herd Navigator;2021-03-04 14:41:37.010;Nicola;2019-03-15;00:00:00.007000;3;2019;2019-03
601;VMS 3;2019-03-15 00:00:00.007;Calore;Herd Navigator;2021-06-24 15:45:00.700;Nicola;2019-03-15;00:00:00.007000;3;2019;2019-03
667;VMS 3;2019-03-15 00:00:00.007;Calore;Herd Navigator;2020-01-17 11:13:04.947;Nicola;2019-03-15;00:00:00.007000;3;2019;2019-03
709;VMS 3;2019-03-15 00:00:00.007;Calore;Herd Navigator;2020-04-27 11:21:40.310;Nicola;2019-03-15;00:00:00.007000;3;2019;2019-03
804;VMS 2;2019-03-15 00:00:00.007;Calore;Herd Navigator;2020-02-03 09:56:36.087;Nicola;2019-03-15;00:00:00.007000;3;2019;2019-03
811;VMS 2;2019-03-15 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-15;00:00:00.007000;3;2019;2019-03
842;VMS 2;2019-03-15 00:00:00.007;Calore;Herd Navigator;2021-03-04 14:41:37.040;Nicola;2019-03-15;00:00:00.007000;3;2019;2019-03
184;Manze al toro;2019-03-15 00:00:00.000;Ingresso;Nascita;;Nicola;2019-03-15;00:00:00;3;2019;2019-03
516;Asciutte;2019-03-15 00:00:00.000;Parto;Normale;;Nicola;2019-03-15;00:00:00;3;2019;2019-03
547;VMS 4;2019-03-15 00:00:00.000;Controllo gravidanza;+;2020-08-26 14:28:52.647;Nicola;2019-03-15;00:00:00;3;2019;2019-03
611;VMS 4;2019-03-15 00:00:00.000;Controllo gravidanza;+;;Nicola;2019-03-15;00:00:00;3;2019;2019-03
931;VMS 2;2019-03-15 00:00:00.000;Parto;Normale;;Nicola;2019-03-15;00:00:00;3;2019;2019-03
450;VMS 4;2019-03-14 10:46:19.443;Cambio gruppo;4, VMS 4 -> 5, Asciutte;;Nicola;2019-03-14;10:46:19.443000;3;2019;2019-03
930;VMS 2;2019-03-14 07:53:50.660;Cambio ID del transponder; -> 6320;;;2019-03-14;07:53:50.660000;3;2019;2019-03
929;VMS 2;2019-03-14 06:15:58.743;Cambio ID del transponder; -> 6599;2021-04-01 14:47:02.330;;2019-03-14;06:15:58.743000;3;2019;2019-03
242;Vitelli;2019-03-14 00:00:00.000;Ingresso;Nascita;;User1;2019-03-14;00:00:00;3;2019;2019-03
506;VMS 4;2019-03-14 00:00:00.000;Aborto;;2022-04-28 17:05:25.387;Nicola;2019-03-14;00:00:00;3;2019;2019-03
929;VMS 2;2019-03-14 00:00:00.000;Parto;Normale;2021-04-01 14:47:02.330;Nicola;2019-03-14;00:00:00;3;2019;2019-03
930;VMS 2;2019-03-14 00:00:00.000;Parto;Normale;;Nicola;2019-03-14;00:00:00;3;2019;2019-03
928;VMS 2;2019-03-13 10:21:35.613;Cambio ID del transponder; -> 4458;;;2019-03-13;10:21:35.613000;3;2019;2019-03
927;VMS 2;2019-03-13 10:18:23.320;Cambio ID del transponder; -> 7258;2021-02-17 10:52:19.783;;2019-03-13;10:18:23.320000;3;2019;2019-03
927;VMS 2;2019-03-13 00:00:00.000;Parto;Normale;2021-02-17 10:52:19.783;Nicola;2019-03-13;00:00:00;3;2019;2019-03
928;VMS 2;2019-03-13 00:00:00.000;Parto;Normale;;Nicola;2019-03-13;00:00:00;3;2019;2019-03
760;;2019-03-12 10:36:25.073;Asciutta;Dry Off;2020-11-30 16:49:24.703;Nicola;2019-03-12;10:36:25.073000;3;2019;2019-03
760;;2019-03-12 10:36:20.347;Cambio gruppo; -> 5, Asciutte;2020-11-30 16:49:24.703;Nicola;2019-03-12;10:36:20.347000;3;2019;2019-03
926;VMS 2;2019-03-12 09:55:24.337;Cambio ID del transponder; -> 14106;2021-03-04 14:41:37.057;;2019-03-12;09:55:24.337000;3;2019;2019-03
398;Asciutte;2019-03-12 08:17:41.320;Cambio gruppo;5, Asciutte -> 1, VMS 1;2020-11-30 16:47:10.377;Nicola;2019-03-12;08:17:41.320000;3;2019;2019-03
537;Asciutte;2019-03-12 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2019-03-12;00:00:00.010000;3;2019;2019-03
537;Asciutte;2019-03-12 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-12;00:00:00.007000;3;2019;2019-03
114;Asciutte;2019-03-12 00:00:00.000;Controllo gravidanza;+;2020-02-24 10:35:33.153;Nicola;2019-03-12;00:00:00;3;2019;2019-03
149;Asciutte;2019-03-12 00:00:00.000;Controllo gravidanza;+;2020-04-27 11:21:26.940;Nicola;2019-03-12;00:00:00;3;2019;2019-03
398;Asciutte;2019-03-12 00:00:00.000;Parto;"Normale; 565124";2020-11-30 16:47:10.377;Nicola;2019-03-12;00:00:00;3;2019;2019-03
469;Asciutte;2019-03-12 00:00:00.000;Controllo gravidanza;+;2020-02-24 10:36:08.223;Nicola;2019-03-12;00:00:00;3;2019;2019-03
634;Asciutte;2019-03-12 00:00:00.000;Controllo gravidanza;+;2020-04-17 16:08:58.183;Nicola;2019-03-12;00:00:00;3;2019;2019-03
712;Asciutte;2019-03-12 00:00:00.000;Controllo gravidanza;+;2019-12-16 23:59:00.000;Nicola;2019-03-12;00:00:00;3;2019;2019-03
713;Asciutte;2019-03-12 00:00:00.000;Controllo gravidanza;+;2020-03-19 12:21:26.217;Nicola;2019-03-12;00:00:00;3;2019;2019-03
831;Asciutte;2019-03-12 00:00:00.000;Controllo gravidanza;+;;Nicola;2019-03-12;00:00:00;3;2019;2019-03
926;VMS 2;2019-03-12 00:00:00.000;Parto;Normale;2021-03-04 14:41:37.057;Nicola;2019-03-12;00:00:00;3;2019;2019-03
565124;Vitelli;2019-03-12 00:00:00.000;Ingresso;Nascita;2019-03-26 23:59:00.000;Nicola;2019-03-12;00:00:00;3;2019;2019-03
925;VMS 2;2019-03-11 17:15:53.113;Cambio ID del transponder; -> 5983;;;2019-03-11;17:15:53.113000;3;2019;2019-03
756;VMS 4;2019-03-11 11:43:04.913;Asciutta;Dry Off;2021-04-01 14:47:02.330;Nicola;2019-03-11;11:43:04.913000;3;2019;2019-03
756;VMS 4;2019-03-11 11:43:00.250;Cambio gruppo;4, VMS 4 -> 5, Asciutte;2021-04-01 14:47:02.330;Nicola;2019-03-11;11:43:00.250000;3;2019;2019-03
502;VMS 4;2019-03-11 11:40:08.137;Asciutta;Dry Off;2022-03-16 15:14:55.440;Nicola;2019-03-11;11:40:08.137000;3;2019;2019-03
502;VMS 4;2019-03-11 11:40:03.613;Cambio gruppo;4, VMS 4 -> 5, Asciutte;2022-03-16 15:14:55.440;Nicola;2019-03-11;11:40:03.613000;3;2019;2019-03
450;VMS 4;2019-03-11 10:46:23.310;Asciutta;Dry Off;;Nicola;2019-03-11;10:46:23.310000;3;2019;2019-03
121;VMS 4;2019-03-11 09:56:36.277;Asciutta;Dry Off;2020-01-17 11:11:49.850;Nicola;2019-03-11;09:56:36.277000;3;2019;2019-03
121;VMS 4;2019-03-11 09:56:31.363;Cambio gruppo;4, VMS 4 -> 5, Asciutte;2020-01-17 11:11:49.850;Nicola;2019-03-11;09:56:31.363000;3;2019;2019-03
747;VMS 3;2019-03-11 09:56:12.363;Asciutta;Dry Off;2021-08-24 07:40:51.130;Nicola;2019-03-11;09:56:12.363000;3;2019;2019-03
747;VMS 3;2019-03-11 09:56:08.027;Cambio gruppo;3, VMS 3 -> 5, Asciutte;2021-08-24 07:40:51.130;Nicola;2019-03-11;09:56:08.027000;3;2019;2019-03
702;VMS 3;2019-03-11 09:54:56.157;Asciutta;Dry Off;2020-11-30 16:49:00.640;Nicola;2019-03-11;09:54:56.157000;3;2019;2019-03
702;VMS 3;2019-03-11 09:54:51.617;Cambio gruppo;3, VMS 3 -> 5, Asciutte;2020-11-30 16:49:00.640;Nicola;2019-03-11;09:54:51.617000;3;2019;2019-03
638;VMS 3;2019-03-11 09:54:09.420;Asciutta;Dry Off;2021-04-01 14:47:02.300;Nicola;2019-03-11;09:54:09.420000;3;2019;2019-03
638;VMS 3;2019-03-11 09:54:04.243;Cambio gruppo;3, VMS 3 -> 5, Asciutte;2021-04-01 14:47:02.300;Nicola;2019-03-11;09:54:04.243000;3;2019;2019-03
616;VMS 3;2019-03-11 09:52:48.990;Asciutta;Dry Off;2021-10-13 10:58:25.490;Nicola;2019-03-11;09:52:48.990000;3;2019;2019-03
616;VMS 3;2019-03-11 09:52:44.280;Cambio gruppo;3, VMS 3 -> 5, Asciutte;2021-10-13 10:58:25.490;Nicola;2019-03-11;09:52:44.280000;3;2019;2019-03
868;VMS 2;2019-03-11 09:51:26.447;Asciutta;Dry Off;;Nicola;2019-03-11;09:51:26.447000;3;2019;2019-03
868;VMS 2;2019-03-11 09:51:21.437;Cambio gruppo;2, VMS 2 -> 5, Asciutte;;Nicola;2019-03-11;09:51:21.437000;3;2019;2019-03
867;VMS 2;2019-03-11 09:51:13.920;Asciutta;Dry Off;;Nicola;2019-03-11;09:51:13.920000;3;2019;2019-03
867;VMS 2;2019-03-11 09:51:09.427;Cambio gruppo;2, VMS 2 -> 5, Asciutte;;Nicola;2019-03-11;09:51:09.427000;3;2019;2019-03
855;VMS 2;2019-03-11 09:48:35.787;Asciutta;Dry Off;2020-07-01 14:15:15.180;Nicola;2019-03-11;09:48:35.787000;3;2019;2019-03
855;VMS 2;2019-03-11 09:48:30.730;Cambio gruppo;2, VMS 2 -> 5, Asciutte;2020-07-01 14:15:15.180;Nicola;2019-03-11;09:48:30.730000;3;2019;2019-03
806;VMS 2;2019-03-11 09:48:20.280;Asciutta;Dry Off;;Nicola;2019-03-11;09:48:20.280000;3;2019;2019-03
806;VMS 2;2019-03-11 09:48:15.863;Cambio gruppo;2, VMS 2 -> 5, Asciutte;;Nicola;2019-03-11;09:48:15.863000;3;2019;2019-03
537;VMS 1;2019-03-11 09:46:53.937;Asciutta;Dry Off;;Nicola;2019-03-11;09:46:53.937000;3;2019;2019-03
537;VMS 1;2019-03-11 09:46:49.443;Cambio gruppo;1, VMS 1 -> 5, Asciutte;;Nicola;2019-03-11;09:46:49.443000;3;2019;2019-03
924;VMS 2;2019-03-11 09:44:16.163;Cambio ID del transponder; -> 16336;;;2019-03-11;09:44:16.163000;3;2019;2019-03
923;VMS 2;2019-03-11 09:27:13.407;Cambio ID del transponder; -> 5010;;;2019-03-11;09:27:13.407000;3;2019;2019-03
24;VMS 4;2019-03-11 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-08-24 07:40:51.083;Nicola;2019-03-11;00:00:00.010000;3;2019;2019-03
523;VMS 4;2019-03-11 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2019-03-11;00:00:00.010000;3;2019;2019-03
24;VMS 4;2019-03-11 00:00:00.007;Calore;Herd Navigator;2021-08-24 07:40:51.083;Nicola;2019-03-11;00:00:00.007000;3;2019;2019-03
523;VMS 4;2019-03-11 00:00:00.007;Calore;Herd Navigator;;Nicola;2019-03-11;00:00:00.007000;3;2019;2019-03
-1;;2019-03-11 00:00:00.000;Ingresso;Nascita;2019-03-11 00:00:00.000;Nicola;2019-03-11;00:00:00;3;2019;2019-03
-1;;2019-03-11 00:00:00.000;Riforma;"Morto; Morte";2019-03-11 00:00:00.000;Nicola;2019-03-11;00:00:00;3;2019;2019-03
923;VMS 2;2019-03-11 00:00:00.000;Parto;Normale;;Nicola;2019-03-11;00:00:00;3;2019;2019-03
924;VMS 2;2019-03-11 00:00:00.000;Parto;"Normale; 565123";;Nicola;2019-03-11;00:00:00;3;2019;2019-03
925;VMS 2;2019-03-11 00:00:00.000;Parto;"Normale; Nato morto - {cdc7bc17-4fcc-447b-b888-0f03a644f9b9}";;Nicola;2019-03-11;00:00:00;3;2019;2019-03
565123;Vitelli;2019-03-11 00:00:00.000;Ingresso;Nascita;2019-03-26 23:59:00.000;Nicola;2019-03-11;00:00:00;3;2019;2019-03
922;VMS 2;2019-03-10 06:45:25.023;Cambio ID del transponder; -> 2116;2022-05-03 11:37:12.757;;2019-03-10;06:45:25.023000;3;2019;2019-03
207;Vitelli;2019-03-10 00:00:00.000;Ingresso;Nascita;;Nicola;2019-03-10;00:00:00;3;2019;2019-03
922;VMS 2;2019-03-10 00:00:00.000;Parto;"Normale; 207";2022-05-03 11:37:12.757;Nicola;2019-03-10;00:00:00;3;2019;2019-03
921;VMS 2;2019-03-09 09:42:43.463;Cambio ID del transponder; -> 7751;2021-03-04 14:41:37.057;;2019-03-09;09:42:43.463000;3;2019;2019-03
920;VMS 2;2019-03-09 09:39:19.690;Cambio ID del transponder; -> 4799;;;2019-03-09;09:39:19.690000;3;2019;2019-03
920;VMS 2;2019-03-09 00:00:00.000;Parto;"Normale; 558643";;Nicola;2019-03-09;00:00:00;3;2019;2019-03
921;VMS 2;2019-03-09 00:00:00.000;Parto;"Normale; 565122";2021-03-04 14:41:37.057;Nicola;2019-03-09;00:00:00;3;2019;2019-03
558643;Vitelli;2019-03-09 00:00:00.000;Ingresso;Nascita;2021-08-24 07:41:44.720;Nicola;2019-03-09;00:00:00;3;2019;2019-03
565122;Vitelli;2019-03-09 00:00:00.000;Ingresso;Nascita;2019-03-25 23:59:00.000;Nicola;2019-03-09;00:00:00;3;2019;2019-03
1007;VMS 1;2019-03-08 14:24:25.590;Cambio gruppo;5, Asciutte -> ;2021-05-11 18:41:47.200;Nicola;2019-03-08;14:24:25.590000;3;2019;2019-03
911;VMS 2;2019-03-08 14:21:45.913;Note;Generale;2021-01-05 10:22:43.787;Nicola;2019-03-08;14:21:45.913000;3;2019;2019-03
913;VMS 2;2019-03-08 14:21:20.453;Note;Generale;2021-11-16 15:50:13.177;Nicola;2019-03-08;14:21:20.453000;3;2019;2019-03
